AthleteID,FirstName,LastName,DateOfBirth,Gender,Country
83,Andr¨¦s,Aldama,9/04/1956 0:00,,CUB
84,Arvo,Aaltonen,1892/12/2 0:00:00,Male,FIN
85,Tor Birger,Arneberg,4/09/1928 0:00,,NOR
86,Saipulla,Absaidov,14/07/1958 0:00,,URS
87,Lars-G?ran,Arwidson,4/04/1946 0:00,Male,SWE
88,Gennady,Avramenko,27/05/1965 0:00,,URS
89,Kjerstin,Andersen,25/11/1958 0:00,Female,NOR
90,Arvid,Andersson-Holtman,1896/12/20 0:00:00,,SWE
91,Arvid,Andersson,1881/7/9 0:00:00,,SWE
92,Misako,Ando,21/03/1971 0:00,Female,JPN
93,Gunn Margit,Andreassen,23/07/1973 0:00,Female,NOR
94,Alessandro,Andrei,3/01/1959 0:00,Male,ITA
95,Rebecca,Adlington,,Female,GBR
96,John,Archer,10/08/1921 0:00,Male,GBR
97,Abramo,Albini,29/01/1948 0:00,Male,ITA
98,Marlene,Ahrens,27/07/1933 0:00,Female,CHI
99,Max,Angst,3/07/1921 0:00,,SUI
100,Susan,Atwood,5/06/1953 0:00,Female,USA
101,Fuad,Aslanov,28/06/1976 0:00,,AZE
102,Ahmed,Almaktoum,31/12/1963 0:00,Male,UAE
103,Rolf,Andreassen,3/04/1949 0:00,Male,NOR
104,Tate,Armstrong,5/10/1955 0:00,Male,USA
105,Han-Bong,An,15/10/1968 0:00,,KOR
106,Alejandro,Abascal,15/07/1952 0:00,,ESP
107,Arshad,Ali Chaudry,10/04/1950 0:00,Male,PAK
108,Mariano,Arrate,1892/8/12 0:00:00,,ESP
109,Alf,Andersen,5/05/1906 0:00,,NOR
110,Max,Alfthan,1892/2/11 0:00:00,,FIN
111,Percy,Almstedt,1888/11/30 0:00:00,,SWE
112,Susan,Auch,1/03/1966 0:00,Female,CAN
113,Turgut,Aykac,1/01/1958 0:00,,TUR
114,Nobuharu,Asahara,21/06/1972 0:00,,JPN
115,Nelli,Abramova,18/08/1940 0:00,Female,URS
116,Dragan,Andric,6/06/1962 0:00,,YUG
117,Josef,Augusta,24/11/1946 0:00,,CZE
118,Joseph,Antic,13/03/1931 0:00,Male,IND
119,Bruno,Ahlberg,23/04/1911 0:00,,FIN
120,Volger,Andersson,1896/1/19 0:00:00,Male,SWE
121,Alessandro,Argenton,11/02/1937 0:00,,ITA
122,William,Ayache,10/01/1961 0:00,,FRA
123,Ingr¨¬da,Amantova,21/06/1960 0:00,Female,URS
124,Kwame,Ayew,28/12/1973 0:00,,GHA
125,Walter,Andrews,,Male,CAN
126,Horace,Ashenfelter,23/01/1923 0:00,Male,USA
127,Michael,Anthony,4/10/1957 0:00,,GUY
128,Mohamed,Allalou,28/09/1973 0:00,,ALG
129,George,Avery,11/02/1925 0:00,Male,AUS
130,Egon,Adler,18/02/1937 0:00,Male,GDR
131,Ioannis,Andreou,,Male,GRE
132,Buffy,Alexander,27/03/1977 0:00,Female,CAN
133,Zdzislaw,Antczak,20/11/1947 0:00,Male,POL
134,Maxim,Afinogenov,4/09/1979 0:00,Male,RUS
135,Mariela,Antoniska,20/05/1975 0:00,Female,ARG
136,Brent,Abernathy,23/09/1977 0:00,,USA
137,Fernando,Altimani,1892/12/8 0:00:00,Male,ITA
138,Albert,Axelrod,12/02/1921 0:00,,USA
139,Sergio,Ag¨¹ero,2/06/1988 0:00,Male,ARG
140,Vasile,Andrei,28/07/1955 0:00,,ROM
141,Yutaka,Aihara,18/12/1970 0:00,,JPN
142,Edgar,Aabye,1865/9/14 0:00:00,,DEN
143,Vladimir,Andreyev,14/07/1945 0:00,Male,URS
144,Addis,Abebe,5/09/1970 0:00,Male,ETH
145,Agostino,Abbagnale,25/08/1966 0:00,Male,ITA
146,Roald,Aas,25/03/1928 0:00,Male,NOR
147,Edward,Amoore,1877/3/20 0:00:00,,GBR
148,Peter,Allam,26/07/1959 0:00,,GBR
149,Joseph,Armstrong,,,AUS
150,Timothy,Austin,14/04/1971 0:00,,USA
151,W T,Attrill,,,FRA
152,Vasily,Alekseyev,7/01/1942 0:00,,URS
153,Steve,Anderhub,12/07/1970 0:00,,SUI
154,Stephen,Anderson,6/04/1906 0:00,Male,USA
155,Ty,Anderson,15/10/1908 0:00,,USA
156,Jordi,Arnau,7/04/1970 0:00,Male,ESP
157,Gerald,Ashworth,1/05/1942 0:00,Male,USA
158,Maxim,Alechine,7/05/1979 0:00,,RUS
159,Joseph,Amlong,17/12/1936 0:00,Male,USA
160,Estella,Agsteribbe,6/04/1909 0:00,Female,NED
161,J?rgen,Andersen,1886/2/20 0:00:00,,NOR
162,Yuya,Ando,27/12/1977 0:00,,JPN
163,Igor,Astapkovich,4/01/1963 0:00,Male,BLR
164,Chenglai,Arkhom,11/06/1970 0:00,,THA
165,Moira,Abernethy,29/05/1939 0:00,Female,SAF
166,Slava,Amiragov,23/03/1926 0:00,Male,URS
167,Dmitry,Apanasenko,17/07/1967 0:00,,URS
168,Carl,Andersen,1899/8/11 0:00:00,,DEN
169,Ra¨²l,Anganuzzi,20/07/1906 0:00,,ARG
170,Raul,Arnemann,23/01/1953 0:00,Male,URS
171,Shareef,Abdur-Rahim,11/12/1976 0:00,Male,USA
172,Elena,Antonova,10/10/1974 0:00,Female,RUS
173,Nikolay,Avilov,6/08/1948 0:00,Male,URS
174,Robert,Attersley,13/08/1933 0:00,,CAN
175,Karl-?ke,Asph,2/02/1939 0:00,Male,SWE
176,Marco,Albarello,31/05/1960 0:00,Male,ITA
177,Lyudmila,Arzhannikova,15/03/1958 0:00,Female,URS
178,Ludovic,Augustin,,,HAI
179,Anna,Arkhipova,27/07/1973 0:00,Female,RUS
180,Timothy,Ahearne,1885/8/18 0:00:00,Male,GBR
181,Khurshid,Azam,16/06/1942 0:00,Male,PAK
182,Niels,Andersen,1867/5/14 0:00:00,,DEN
183,Robert,Andersson,24/11/1969 0:00,Male,SWE
184,Robert,Andersson,1886/10/18 0:00:00,,SWE
185,Angela,Alupei,1/05/1972 0:00,Female,ROM
186,Jaime,Arb¨®s,29/02/1952 0:00,Male,ESP
187,Frank,Amankwah,29/12/1971 0:00,,GHA
188,Anders,Aukland,12/09/1972 0:00,Male,NOR
189,Knut,Apeland,11/12/1968 0:00,,NOR
190,Xi,Aihua,27/01/1982 0:00,Female,CHN
191,Hoang,AnhTuan,,,VIE
192,Aleksandr,Abushakhmetov,21/07/1954 0:00,,URS
193,Serguei,Alifirenko,21/01/1959 0:00,,RUS
194,Ruslan,Ashuraliyev,20/02/1950 0:00,,URS
195,Ragnhild,Aamodt,9/09/1980 0:00,Female,NOR
196,Henri,Anspach,1882/7/10 0:00:00,,BEL
197,Peter,Ahrendt,2/02/1934 0:00,,GDR
198,Axel,Alfredsson,2/05/1902 0:00,,SWE
199,Karina,Aznavourian,20/09/1974 0:00,Female,RUS
200,Muhammad,Akhlaq Ahmad,4/12/1971 0:00,Male,PAK
201,Francisco,Arrue,7/08/1977 0:00,Male,CHI
202,Rumen,Aleksandrov,26/06/1960 0:00,,BUL
203,Mikl¨®s,Ambrus,31/05/1933 0:00,,HUN
204,Charles Acher,Arentz,1878/11/8 0:00:00,,NOR
205,Ramon,Alegre,14/05/1981 0:00,Male,ESP
206,Carlo,Agostoni,23/03/1909 0:00,,ITA
207,Daniel,Aceves,18/11/1964 0:00,,MEX
208,Axel,Andersen,1891/12/20 0:00:00,,DEN
209,Hannelore,Anke,8/12/1957 0:00,Female,GDR
210,John,Ainsworth-Davis,1895/4/23 0:00:00,Male,GBR
211,Israil,Arsamakov,8/02/1962 0:00,,URS
212,Benjamin,Agosto,15/01/1982 0:00,,USA
213,,Aldair,30/11/1965 0:00,Male,BRA
214,Nasir,Ali,1/01/1959 0:00,Male,PAK
215,Lautaro,Acosta,14/03/1988 0:00,Male,ARG
216,Paul,Attwood,13/12/1969 0:00,,GBR
217,Jake,Arrieta,6/03/1986 0:00,,USA
218,H?kan,Algotsson,5/08/1966 0:00,,SWE
219,Hugh,Alessandroni,15/01/1908 0:00,,USA
220,Leyla,Akhmerova,1/05/1957 0:00,Female,URS
221,Mark,Astley,30/03/1969 0:00,,CAN
222,Sava,Antic,1/03/1930 0:00,,YUG
223,Julien,Absalon,16/08/1980 0:00,Male,FRA
224,Fl¨®rian,Albert,15/09/1941 0:00,,HUN
225,Tessa,Appeldoorn,29/04/1973 0:00,Female,NED
226,Marc,Alexandre,30/10/1959 0:00,Male,FRA
227,Giuseppe,Abbagnale,24/05/1959 0:00,Male,ITA
228,Paul,Accola,20/02/1967 0:00,Male,SUI
229,Carl,Abrahamsson,1896/5/1 0:00:00,,SWE
230,Jorge,Aguilera,16/01/1966 0:00,Male,CUB
231,Simon,Addo,11/12/1974 0:00,,GHA
232,Mushtaq,Ahmad,28/08/1932 0:00,Male,PAK
233,Ilia,Averbukh,18/12/1973 0:00,,RUS
234,Anatoly,Akimov,15/11/1947 0:00,,URS
235,Arvo,Askola,2/12/1909 0:00,Male,FIN
236,Gustave,Amoudruz,,,SUI
237,Arkady,Andriasyan,2/04/1947 0:00,,URS
238,Guido,Acklin,21/11/1969 0:00,,SUI
239,Robert,Alt,2/01/1927 0:00,,SUI
240,Carl-Ebbe,Andersen,19/01/1929 0:00,Male,DEN
241,Yordanis,Arencibia,24/01/1980 0:00,Male,CUB
242,Renato,Anselmi,1891/10/26 0:00:00,,ITA
243,Karl Jan,Aas,1899/8/25 0:00:00,,NOR
244,Zlatan,Arnautovic,2/09/1956 0:00,Male,YUG
245,Attila,Adrovicz,8/04/1968 0:00,Male,HUN
246,Adil,Atan,,,TUR
247,Angelica,Aposteanu,21/08/1954 0:00,Female,ROM
248,Nils,Adlerkreutz,1866/7/8 0:00:00,,SWE
249,Muhammed,Aslam,,Male,BIN
250,Islam-Beka,Albiev,,,RUS
251,,Antonius,3/10/1973 0:00,Male,INA
252,Maria,Abakumova,,Female,RUS
253,Giannin,Andreossi,2/07/1902 0:00,,SUI
254,Margaret,Abbott,1878/6/15 0:00:00,Female,USA
255,,Andreia,14/09/1977 0:00,Female,BRA
256,Seiji,Aochi,21/06/1942 0:00,,JPN
257,Michelle,Akers,1/02/1966 0:00,Female,USA
258,P¨¦ter,Abay,13/05/1962 0:00,,HUN
259,Juan,Artola,1895/11/28 0:00:00,,ESP
260,Aldo,Aureggi,6/10/1931 0:00,Male,ITA
261,Pierre,Adam,24/04/1924 0:00,Male,FRA
262,Silvia,Albrecht,28/10/1962 0:00,Female,GDR
263,Boris,Aleksandrov,13/11/1955 0:00,,URS
264,Gisela,Arendt,5/11/1918 0:00,Female,GER
265,Denis,Alexeev,21/12/1987 0:00,Male,RUS
266,Rasool,Akhtar,13/01/1954 0:00,Male,PAK
267,G?sta,Almgren,6/11/1906 0:00,,SWE
268,Daniel,Adler,16/04/1958 0:00,,BRA
269,Reinhard,Alber,6/02/1964 0:00,Male,FRG
270,Bashir,Ahmad,23/12/1934 0:00,Male,PAK
271,Aleksandr,Almetov,18/01/1940 0:00,,URS
272,Viktor,Aboimov,14/09/1949 0:00,Male,URS
273,Eirini,Aindili,11/03/1983 0:00,,GRE
274,Jo?l,Abati,25/04/1970 0:00,Male,FRA
275,Thomas,Aas,1887/4/28 0:00:00,,NOR
276,Roberto,Ayala,12/04/1973 0:00,Male,ARG
277,Mahmut,Atalay,30/03/1934 0:00,,TUR
278,Roberto,Ayala,14/04/1973 0:00,Male,ARG
279,Steinar,Amundsen,4/07/1945 0:00,Male,NOR
280,Sotirios,Athanasopoulos,,,GRE
281,A. F.,Andrews,,,USA
282,Mikael,Andersson,6/07/1959 0:00,,SWE
283,Sandra,Azon,12/11/1973 0:00,Female,ESP
284,Javier,Arnau,20/03/1973 0:00,Male,ESP
285,Serena,Amato,10/09/1974 0:00,Female,ARG
286,Evelyn,Ashford,15/04/1957 0:00,Female,USA
287,,Amaya,3/09/1978 0:00,Male,ESP
288,Arthur,Allers,1875/10/6 0:00:00,,NOR
289,Douglas,Anakin,6/11/1930 0:00,,CAN
290,Riaz,Ahmed,11/09/1941 0:00,Male,PAK
291,Jean Pierre,Amat,13/06/1962 0:00,Male,FRA
292,Andrey,Alshan,18/03/1960 0:00,,URS
293,Yaroslav,Antonov,10/01/1963 0:00,Male,URS
294,Arn¨®r,Atlason,23/07/1984 0:00,,ICE
295,Kalle,Anttila,1887/8/30 0:00:00,,FIN
296,Nicolas,Alnoudji,9/12/1979 0:00,Male,CMR
297,,Amaral,28/02/1973 0:00,Male,BRA
298,Alessandro,Alvisi,1887/2/12 0:00:00,,ITA
299,Eduard,Azaryan,4/11/1958 0:00,,URS
300,Khaled,al Eid,2/01/1969 0:00,,KSA
301,Kevin,Asano,20/04/1963 0:00,Male,USA
302,Helen,Aitchison,,,GBR
303,Pepijn,Aardewijn,15/06/1970 0:00,Male,NED
304,?ke,Andersson,8/06/1918 0:00,,SWE
305,,Aumoitte,,,FRA
306,Jay,Arnette,19/12/1938 0:00,Male,USA
307,Kevin,Ahearn,20/06/1948 0:00,,USA
308,Georgeta,Andrunache,,Female,ROM
309,Sebastien,Amiez,6/05/1972 0:00,Male,FRA
310,Mario,Ancic,30/03/1984 0:00,Male,CRO
311,Boris,Andreyev,21/01/1906 0:00,,URS
312,Sergei,Aschwanden,,Male,SUI
313,Alexandra,Araujo,13/07/1972 0:00,Female,ITA
314,Christine,Arron,13/09/1973 0:00,Female,FRA
315,Daniel,Amokachi,30/12/1972 0:00,Male,NGR
316,Daniel,Alfredsson,11/12/1972 0:00,Male,SWE
317,Marilyn,Agliotti,23/06/1979 0:00,Female,NED
318,Said S,Asaad,31/05/1979 0:00,,QAT
319,Dieter,Arend,14/08/1914 0:00,Male,GER
320,Kazim,Ayvaz,10/03/1938 0:00,,TUR
321,G?sta,Andersson,15/02/1917 0:00,,SWE
322,Yovany,Aragon,2/05/1974 0:00,,CUB
323,Platt,Adams,1885/3/23 0:00:00,,USA
324,Michel,Ansermet,20/02/1965 0:00,,SUI
325,Flisa,Andersen,1876/8/15 0:00:00,Male,NOR
326,Aage,Andersen,1883/12/1 0:00:00,,DEN
327,Pedro,Amat,13/07/1940 0:00,Male,ESP
328,Yevgeny,Arzhanov,9/02/1948 0:00,Male,URS
329,Catello,Amarante,15/08/1979 0:00,Male,ITA
330,Mike,Adam,3/06/1981 0:00,Male,CAN
331,Yuko,Arimori,17/12/1966 0:00,Female,JPN
332,Dana,Antal,19/04/1977 0:00,Female,CAN
333,Nicolaos,Andriakopoulos,,,GRE
334,Harry,Adams,1880/10/1 0:00:00,,USA
335,David,Anderson,8/04/1932 0:00,Male,AUS
336,Bakhtiyar,Artayev,14/03/1983 0:00,,KAZ
337,Constantin,Alexandru,15/12/1953 0:00,,ROM
338,David,Archibald,14/04/1969 0:00,,CAN
339,Carmela,Allucci,22/01/1970 0:00,Female,ITA
340,Gregor,Adlercreutz,1898/8/16 0:00:00,,SWE
341,Clarence,Abel,28/05/1900 0:00,,USA
342,Namik,Abdullayev,4/01/1971 0:00,,AZE
343,,Ademir,6/01/1960 0:00,,BRA
344,Anatoly,Albul,1/06/1936 0:00,,URS
345,Nazmi,Avluca,,,TUR
346,Jos¨¦,Alvarez,1895/3/23 0:00:00,,ESP
347,Jos¨¦,Alvarez,26/11/1949 0:00,Male,CUB
348,Mauritz,Andersson,1886/9/22 0:00:00,,SWE
349,Christian,Ahlmann,17/12/1974 0:00,,GER
350,Camilla,Andersen,5/07/1973 0:00,Female,DEN
351,Ioannis,Agrimis,,,GRE
352,Albert,Arnheiter,1890/7/20 0:00:00,Male,GER
353,Lutz,Altepost,6/10/1981 0:00,Male,GER
354,Stig,Andersson,15/07/1928 0:00,,SWE
355,Emmanuel,Amunike,25/12/1970 0:00,Male,NGR
356,Pavel,Abramov,23/04/1979 0:00,Male,RUS
357,Lotta,Almblad,28/04/1972 0:00,Female,SWE
358,Charles,Asati,3/03/1946 0:00,Male,KEN
359,Vera,Anisimova,25/05/1952 0:00,Female,URS
360,Luciana,Aymar,10/08/1977 0:00,Female,ARG
361,Ivar,Aronsson,24/03/1928 0:00,Male,SWE
362,Vladimir,Artyomov,7/12/1964 0:00,Male,URS
363,Erik,Anker,15/10/1903 0:00,,NOR
364,Ian,Allison,26/07/1909 0:00,Male,CAN
365,Bianca,Ambrosetti,1/03/1914 0:00,Female,ITA
366,Jerzy,Adamski,14/03/1937 0:00,,POL
367,Michel,Andrieux,28/04/1967 0:00,Male,FRA
368,Viggo,Andersen,1884/7/30 0:00:00,,DEN
369,Claude,Arabo,3/10/1937 0:00,,FRA
370,Yekaterina,Abramova,14/04/1982 0:00,Female,RUS
371,Glory,Alozie,13/07/1977 0:00,Female,NGR
372,Alexander,Archer,1/05/1910 0:00,,GBR
373,Renzo,Alver¨¤,17/01/1933 0:00,,ITA
374,Christie,Ambrosi,21/12/1976 0:00,Female,USA
375,Mohammad,Ashfaq,11/11/1946 0:00,Male,PAK
376,Albert,Amrhein,,,GER
377,Ronny,Ackermann,16/05/1977 0:00,,GER
378,Anja Jul,Andersen,15/02/1969 0:00,Female,DEN
379,Franz,Aigner,1892/1/24 0:00:00,,AUT
380,Hjallis,Andersen,13/03/1923 0:00,Male,NOR
381,Hjalmar,Andersson,1889/7/13 0:00:00,,SWE
382,Carmine,Abbagnale,5/07/1962 0:00,Male,ITA
383,¨¦va,Angyal,18/04/1955 0:00,Female,HUN
384,Sa?d,Aouita,2/11/1959 0:00,Male,MAR
385,Lavinia,Agache,11/02/1967 0:00,Female,ROM
386,Sune,Andersson,22/02/1921 0:00,,SWE
387,Toimi,Alatalo,4/04/1929 0:00,Male,FIN
388,Natalya,Anisimova,16/11/1960 0:00,Female,URS
389,Sverre,Andreas Jakobsson,8/02/1977 0:00,,ICE
390,Matteo,Anesi,16/08/1984 0:00,Male,ITA
391,Cyril,Alden,,Male,GBR
392,Yusup,Abdusalomov,,Male,TJK
393,Noor,Alam,5/12/1929 0:00,Male,PAK
394,George,Abel,23/02/1916 0:00,,CAN
395,David,Alegre,6/09/1984 0:00,Male,ESP
396,William,Anderson,,Male,CAN
397,William,Anderson,1/04/1901 0:00,,GBR
398,William,Anderson,8/01/1967 0:00,Male,USA
399,Frank,Andersson,9/05/1956 0:00,,SWE
400,Rein,Aun,5/10/1940 0:00,Male,URS
401,Stephen,Abas,12/01/1978 0:00,Male,USA
402,Ed,Archibald,1884/3/29 0:00:00,Male,CAN
403,Annica,Ahlen,17/01/1975 0:00,Female,SWE
404,Samantha,Arsenault,11/10/1981 0:00,Female,USA
405,Joan,Alderson,5/03/1935 0:00,Female,USA
406,Olapade,Adeniken,19/08/1969 0:00,Male,NGR
407,Yelena,Andreyuk,23/11/1958 0:00,Female,URS
408,Abaz,Arslanagic,2/10/1944 0:00,Male,YUG
409,Yordan,Angelov,28/08/1953 0:00,Male,BUL
410,Mohamed,Aly,19/02/1975 0:00,,EGY
411,Rahim,Aliabadi,22/03/1943 0:00,,IRI
412,Anatoly,Asrabyev,5/05/1969 0:00,,URS
413,Edgar,Adams,,Male,USA
414,George,Ahlgren,16/08/1928 0:00,Male,USA
415,Lance,Armstrong,18/09/1971 0:00,Male,USA
416,Viktor,Ageyev,29/04/1936 0:00,,URS
417,Khadjimourad,Akkaev,27/03/1985 0:00,,RUS
418,Svetlana,Anastasowski,26/04/1961 0:00,Female,YUG
419,Ove Robert,Aunli,12/03/1956 0:00,Male,NOR
420,Fausto,Acke,1897/5/23 0:00:00,,SWE
421,Young-Su,An,20/02/1964 0:00,,KOR
422,Martin,Acosta y Lara,2/03/1925 0:00,Male,URU
423,Vladim¨ªr,Andrs,12/05/1937 0:00,Male,CZE
424,Ants,Antson,11/11/1938 0:00,Male,URS
425,Frode,Andresen,9/09/1974 0:00,Male,NOR
426,Musa,Audu,18/06/1980 0:00,Male,NGR
427,Dave,Albritton,13/04/1913 0:00,Male,USA
428,Hans,Andersson,15/07/1928 0:00,,SWE
429,Pedro,Arispe,,,URU
430,Aliaksei,Abalmasau,20/06/1980 0:00,Male,BLR
431,Stefan,Angelov,7/01/1947 0:00,,BUL
432,Uwe,Ampler,11/10/1964 0:00,Male,GDR
433,Vyacheslav,Atavin,4/02/1967 0:00,Male,URS
434,P?r,Arvidsson,27/02/1960 0:00,Male,SWE
435,Des,Abbott,1/10/1986 0:00,Male,AUS
436,Norman,Armitage,1/01/1907 0:00,,USA
437,Ekaterina,Andryushina,17/08/1985 0:00,Female,RUS
438,Lina,Andersson,18/03/1981 0:00,Female,SWE
439,Peter,Asch,16/10/1948 0:00,,USA
440,Francesco,Attolico,23/03/1963 0:00,,ITA
441,Gheorghe,Andriev,15/04/1968 0:00,Male,ROM
442,Scott,Anderson,24/07/1939 0:00,,AUS
443,Peter,Andersen,1884/4/9 0:00:00,,DEN
444,Julius,Ancion,21/08/1924 0:00,Male,NED
445,Lidiya,Alfeyeva,17/01/1946 0:00,Female,URS
446,Kriss,Akabusi,28/11/1958 0:00,Male,GBR
447,Deji,Aliu,22/11/1975 0:00,Male,NGR
448,Tamilla,Abassova,9/12/1982 0:00,Female,RUS
449,Oleg,Antropov,5/11/1947 0:00,Male,URS
450,Bill,Andr¨¦,23/09/1931 0:00,,USA
451,Victor,Anichebe,23/04/1988 0:00,Male,NGR
452,Heather,Armitage,17/03/1933 0:00,Female,GBR
453,Paolo,Angioni,22/01/1938 0:00,,ITA
454,Victor,Avenda?o,5/06/1907 0:00,,ARG
455,Olga,Arteshina,27/11/1982 0:00,Female,RUS
456,Amado,Azar,31/12/1913 0:00,,ARG
457,Santiago,Amat,1887/6/22 0:00:00,,ESP
458,Hansj?rg,Aschenwald,28/06/1965 0:00,,AUT
459,Derek,Allhusen,9/01/1914 0:00,,GBR
460,Walter,Au?ersdorfer,18/04/1939 0:00,Male,ITA
461,Arsen,Alakhverdiyev,24/01/1949 0:00,,URS
462,Kari,Aalvik Grimsb?,4/01/1985 0:00,Female,NOR
463,Edouard,Artigas,15/01/1915 0:00,,FRA
464,Charles,Austin,19/12/1967 0:00,Male,USA
465,Brigitte,Albrecht Loretan,6/10/1970 0:00,Female,SUI
466,Esref,Apak,3/01/1982 0:00,Male,TUR
467,Donat,Acklin,6/06/1965 0:00,,SUI
468,Jan,Ankerman,2/03/1906 0:00,Male,NED
469,Eugen,Addor,,,SUI
470,Jacques,Anquetil,8/01/1934 0:00,Male,FRA
471,Jae-Hyung,Ahn,8/01/1965 0:00,Male,KOR
472,Manuel,Andrada,1890/1/9 0:00:00,,ARG
473,Edvard,Antosiewicz,,,YUG
474,Mushtaq,Ahmad,15/02/1956 0:00,Male,PAK
475,Shizuka,Arakawa,29/12/1981 0:00,Female,JPN
476,Belinda,Ashworth,,Female,AUS
477,Feliberto,Ascuy,13/10/1972 0:00,,CUB
478,Vladimir,Aleynik,12/09/1959 0:00,Male,URS
479,Luc,Abalo,6/09/1984 0:00,Male,FRA
480,Bjarne,Andersson,28/04/1940 0:00,Male,SWE
481,Ren¨¦,Araou,18/10/1902 0:00,,FRA
482,Olle,Anderberg,13/09/1919 0:00,,SWE
483,Kurshid,Aslam,6/05/1936 0:00,Male,PAK
484,Eric,Allman-Smith,,Male,IRL
485,Victor,Auer,24/03/1937 0:00,,USA
